categories,description,hauteur,largeur,longueur,name,poids,prix,sku,stock,tags,url
mantle,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.,1,1,1,Roggenrola,39.7,41.0,7561,96,mantle,https://scrapeme.live/shop/Roggenrola/
pokemon,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",5,5,5,Zebstrika,175.3,138.0,7777,137,lightning rod,https://scrapeme.live/shop/Zebstrika/
pokemon,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,3,3,3,Unfezant,63.9,135.0,1545,51,proud,https://scrapeme.live/shop/Unfezant/
pokemon,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.",2,2,2,Tranquill,33.1,199.0,2552,295,super luck,https://scrapeme.live/shop/Tranquill/
pokemon,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,1,1,1,Pidove,4.6,172.0,5830,290,pidove,https://scrapeme.live/shop/Pidove/
hearing,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",3,3,3,Audino,68.3,95.0,5659,109,audino,https://scrapeme.live/shop/Audino/
megapede,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",8,8,8,Scolipede,442.0,153.0,7491,28,megapede,https://scrapeme.live/shop/Scolipede/
curlipede,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.",3,3,3,Whirlipede,129.0,84.0,6342,170,curlipede,https://scrapeme.live/shop/Whirlipede/
centipede,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",1,1,1,Venipede,11.7,87.0,4582,243,centipede,https://scrapeme.live/shop/Venipede/
nurturing,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,3,3,3,Leavanny,45.2,130.0,5048,203,leavanny,https://scrapeme.live/shop/Leavanny/
leaf-wrapped,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.",1,1,1,Swadloon,16.1,107.0,9505,176,chlorophyll,https://scrapeme.live/shop/Swadloon/
pokemon,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",2,2,2,Whimsicott,14.6,26.0,6481,30,prankster,https://scrapeme.live/shop/Whimsicott/
cotton puff,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud.",1,1,1,Cottonee,1.3,77.0,3946,139,cotton puff,https://scrapeme.live/shop/Cottonee/
karate,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,4,4,4,Sawk,112.4,129.0,6499,95,inner focus,https://scrapeme.live/shop/Sawk/
pokemon,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.",1,1,1,Sewaddle,5.5,40.0,4022,137,sewaddle,https://scrapeme.live/shop/Sewaddle/
judo,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.",4,4,4,Throh,122.4,43.0,3948,195,guts,https://scrapeme.live/shop/Throh/
pokemon,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,4,4,4,Seismitoad,136.7,90.0,4146,252,seismitoad,https://scrapeme.live/shop/Seismitoad/
pokemon,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.",2,2,2,Palpitoad,37.5,117.0,8017,36,hydration,https://scrapeme.live/shop/Palpitoad/
muscular,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.",4,4,4,Conkeldurr,191.8,72.0,3386,251,conkeldurr,https://scrapeme.live/shop/Conkeldurr/
muscular,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,3,3,3,Gurdurr,88.2,179.0,8012,105,gurdurr,https://scrapeme.live/shop/Gurdurr/
muscular,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.",2,2,2,Timburr,27.6,194.0,2178,150,guts,https://scrapeme.live/shop/Timburr/
flowering,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,3,3,3,Lilligant,35.9,137.0,4452,209,chlorophyll,https://scrapeme.live/shop/Lilligant/
bulb,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants.",1,1,1,Petilil,14.6,118.0,3773,109,bulb,https://scrapeme.live/shop/Petilil/
pokemon,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.",2,2,2,Tirtouga,36.4,60.0,2653,98,prototurtle,https://scrapeme.live/shop/Tirtouga/
coffin,Grave robbers who mistake them for real coffins and get too close end up trapped inside their bodies.,5,5,5,Cofagrigus,168.7,160.0,3040,195,cofagrigus,https://scrapeme.live/shop/Cofagrigus/
pokemon,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,1,1,1,Yamask,3.3,171.0,4675,168,mummy,https://scrapeme.live/shop/Yamask/
avianoid,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders.",4,4,4,Sigilyph,30.9,68.0,3922,181,avianoid,https://scrapeme.live/shop/Sigilyph/
hoodlum,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.,3,3,3,Scrafty,66.1,137.0,2230,152,hoodlum,https://scrapeme.live/shop/Scrafty/
pokemon,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all.",3,3,3,Carracosta,178.6,158.0,9806,11,carracosta,https://scrapeme.live/shop/Carracosta/
pokemon,"Proud of its sturdy skull, it suddenly headbutts everything, but its weight makes it unstable, too.",2,2,2,Scraggy,26.0,112.0,6618,95,scraggy,https://scrapeme.live/shop/Scraggy/
pokemon,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",4,4,4,Crustle,440.9,105.0,5980,293,crustle,https://scrapeme.live/shop/Crustle/
pokemon,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.",1,1,1,Dwebble,32.0,75.0,2996,47,dwebble,https://scrapeme.live/shop/Dwebble/
cactus,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.",3,3,3,Maractus,61.7,31.0,8956,120,cactus,https://scrapeme.live/shop/Maractus/
pokemon,"When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit.",2,2,2,Darumaka,82.7,106.0,2580,96,darumaka,https://scrapeme.live/shop/Darumaka/
intimidation,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",4,4,4,Krookodile,212.3,185.0,2595,188,intimidate,https://scrapeme.live/shop/Krookodile/
desert croc,"The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness.",3,3,3,Krokorok,73.6,135.0,3317,168,desert croc,https://scrapeme.live/shop/Krokorok/
desert croc,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,2,2,2,Sandile,33.5,136.0,8011,235,desert croc,https://scrapeme.live/shop/Sandile/
first bird,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",1,1,1,Archen,20.9,140.0,4705,267,archen,https://scrapeme.live/shop/Archen/
first bird,It runs better than it flies. It takes off into the sky by running at a speed of 25 mph.,4,4,4,Archeops,70.5,126.0,1822,181,archeops,https://scrapeme.live/shop/Archeops/
astral body,They can predict the future from the placement and movement of the stars. They can see Trainers’ life spans.,4,4,4,Gothitelle,97.0,164.0,1473,52,astral body,https://scrapeme.live/shop/Gothitelle/
manipulate,"According to many old tales, it creates friends for itself by controlling sleeping children on starry nights.",2,2,2,Gothorita,39.7,189.0,5260,148,frisk,https://scrapeme.live/shop/Gothorita/
fixation,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see.",1,1,1,Gothita,12.8,68.0,7024,185,fixation,https://scrapeme.live/shop/Gothita/
pokemon,"Cinccino’s body is coated in a special oil that helps it deflect attacks, such as punches.",1,1,1,Cinccino,16.5,154.0,3396,159,cinccino,https://scrapeme.live/shop/Cinccino/
chinchilla,"These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms.",1,1,1,Minccino,12.8,79.0,9722,213,chinchilla,https://scrapeme.live/shop/Minccino/
pokemon,"To protect themselves from danger, they hide their true identities by transforming into people and Pokémon.",2,2,2,Zorua,27.6,81.0,6103,245,illusion,https://scrapeme.live/shop/Zorua/
pokemon,Consuming garbage makes new kinds of poison gases and liquids inside their bodies.,6,6,6,Garbodor,236.6,178.0,6031,73,garbodor,https://scrapeme.live/shop/Garbodor/
fresh snow,This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow.,1,1,1,Vanillite,12.6,108.0,1774,284,fresh snow,https://scrapeme.live/shop/Vanillite/
pokemon,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,4,4,4,Swanna,53.4,36.0,5069,238,keen eye,https://scrapeme.live/shop/Swanna/
pokemon,"They are better at swimming than flying, and they happily eat their favorite food, peat moss, as they dive underwater.",1,1,1,Ducklett,12.1,159.0,4228,275,ducklett,https://scrapeme.live/shop/Ducklett/
multiplying,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.",3,3,3,Reuniclus,44.3,168.0,1792,193,magic guard,https://scrapeme.live/shop/Reuniclus/
mitosis,"When their two divided brains think the same thoughts, their psychic power is maximized.",2,2,2,Duosion,17.6,71.0,2453,183,duosion,https://scrapeme.live/shop/Duosion/
cell,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,1,1,1,Solosis,2.2,134.0,7460,226,cell,https://scrapeme.live/shop/Solosis/
pokemon,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,2,2,2,Trubbish,68.3,169.0,3015,229,stench,https://scrapeme.live/shop/Trubbish/
floating,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.",7,7,7,Jellicent,297.6,114.0,2412,216,floating,https://scrapeme.live/shop/Jellicent/
floating,"If its veil-like arms stun and wrap a foe, that foe will be dragged miles below the surface, never to return.",3,3,3,Frillish,72.8,63.0,5310,32,floating,https://scrapeme.live/shop/Frillish/
mushroom,"It lures Pokémon with its pattern that looks just like a Poké Ball, then releases poison spores.",,,,Foongus,2.2,129.0,7154,225,effect spore,https://scrapeme.live/shop/Foongus/
cavalry,These Pokémon evolve by wearing the shell covering of a Shelmet. The steel armor protects their whole body.,3,3,3,Escavalier,72.8,189.0,1906,281,cavalry,https://scrapeme.live/shop/Escavalier/
clamping,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.,1,1,1,Karrablast,13.0,41.0,9391,296,clamping,https://scrapeme.live/shop/Karrablast/
pokemon,"They migrate according to the seasons, so some people call Sawsbuck the harbingers of spring.",6,6,6,Sawsbuck,203.9,76.0,6782,299,chlorophyll,https://scrapeme.live/shop/Sawsbuck/
pokemon,The turning of the seasons changes the color and scent of this Pokémon’s fur. People use it to mark the seasons.,2,2,2,Deerling,43.0,141.0,5837,159,chlorophyll,https://scrapeme.live/shop/Deerling/
pokemon,"Swallowing large amounts of water, they make snow clouds inside their bodies and, when angry, cause violent blizzards.",4,4,4,Vanilluxe,126.8,89.0,2362,30,ice body,https://scrapeme.live/shop/Vanilluxe/
icy snow,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.",3,3,3,Vanillish,90.4,93.0,5776,218,ice body,https://scrapeme.live/shop/Vanillish/
gear,"A minigear and big gear comprise its body. If the minigear it launches at a foe doesn’t return, it will die.",2,2,2,Klang,112.4,162.0,9991,114,gear,https://scrapeme.live/shop/Klang/
gear,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,1,1,1,Klink,46.3,75.0,5294,84,gear,https://scrapeme.live/shop/Klink/
pokemon,"They attach themselves to cave ceilings, firing steel spikes at targets passing beneath them.",3,3,3,Ferrothorn,242.5,182.0,5533,74,ferrothorn,https://scrapeme.live/shop/Ferrothorn/
pokemon,It absorbs the iron it finds in the rock while clinging to the ceiling. It shoots spikes when in danger.,2,2,2,Ferroseed,41.4,81.0,5368,149,ferroseed,https://scrapeme.live/shop/Ferroseed/
elespider,"When attacked, they create an electric barrier by spitting out many electrically charged threads.",2,2,2,Galvantula,31.5,57.0,4595,61,compound eyes,https://scrapeme.live/shop/Galvantula/
attaching,"They attach themselves to large-bodied Pokémon and absorb static electricity, which they store in an electric pouch.",,,,Joltik,1.3,59.0,4385,137,attaching,https://scrapeme.live/shop/Joltik/
caring,It gently holds injured and weak Pokémon in its fins. Its special membrane heals their wounds.,3,3,3,Alomomola,69.7,35.0,8864,296,alomomola,https://scrapeme.live/shop/Alomomola/
pokemon,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",2,2,2,Accelgor,55.8,129.0,7958,124,accelgor,https://scrapeme.live/shop/Accelgor/
pokemon,It evolves when bathed in an electric-like energy along with Karrablast. The reason is still unknown.,1,1,1,Shelmet,17.0,190.0,8708,131,hydration,https://scrapeme.live/shop/Shelmet/
crystallizing,"They are composed of ice crystals. They capture prey with chains of ice, freezing the prey at -148 degrees Fahrenheit.",3,3,3,Cryogonal,326.3,72.0,5993,203,cryogonal,https://scrapeme.live/shop/Cryogonal/
freezing,It freezes its breath to create fangs and claws of ice to fight with. Cold northern areas are its habitat.,8,8,8,Beartic,573.2,28.0,1322,272,beartic,https://scrapeme.live/shop/Beartic/
chill,"Their snot is a barometer of health. When healthy, their snot is sticky and the power of their ice moves increases.",1,1,1,Cubchoo,18.7,62.0,3643,45,chill,https://scrapeme.live/shop/Cubchoo/
axe jaw,"A broken tusk will not grow back, so it diligently sharpens its tusks on river rocks after the end of a battle.",3,3,3,Fraxure,79.4,64.0,8993,234,axe jaw,https://scrapeme.live/shop/Fraxure/
axe jaw,Their sturdy tusks will stay sharp even if used to cut steel beams. These Pokémon are covered in hard armor.,5,5,5,Haxorus,232.6,135.0,3951,239,axe jaw,https://scrapeme.live/shop/Haxorus/
pokemon,"They mark their territory by leaving gashes in trees with their tusks. If a tusk breaks, a new one grows in quickly.",2,2,2,Axew,39.7,123.0,9236,142,axew,https://scrapeme.live/shop/Axew/
lamp,It arrives near the moment of death and steals spirit from the body.,2,2,2,Lampent,28.7,157.0,6418,48,flash fire,https://scrapeme.live/shop/Lampent/
candle,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.",1,1,1,Litwick,6.8,37.0,7933,76,candle,https://scrapeme.live/shop/Litwick/
cerebral,It uses psychic power to control an opponent’s brain and tamper with its memories.,3,3,3,Beheeyem,76.1,34.0,7367,68,beheeyem,https://scrapeme.live/shop/Beheeyem/
cerebral,Rumors of its origin are linked to a UFO crash site in the desert 50 years ago.,1,1,1,Elgyem,19.8,107.0,3449,111,cerebral,https://scrapeme.live/shop/Elgyem/
elefish,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,6,6,6,Eelektross,177.5,123.0,2066,111,eelektross,https://scrapeme.live/shop/Eelektross/
elefish,"These Pokémon have a big appetite. When they spot their prey, they attack it and paralyze it with electricity.",3,3,3,Eelektrik,48.5,198.0,5128,150,eelektrik,https://scrapeme.live/shop/Eelektrik/
elefish,"One alone can emit only a trickle of electricity, so a group of them gathers to unleash a powerful electric shock.",,,,Tynamo,0.7,82.0,7438,46,elefish,https://scrapeme.live/shop/Tynamo/
gear,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,2,2,2,Klinklang,178.6,178.0,9489,87,gear,https://scrapeme.live/shop/Klinklang/
irate,"Lacking sight, it’s unaware of its surroundings, so it bumps into things and eats anything that moves.",2,2,2,Deino,38.1,63.0,8088,40,deino,https://scrapeme.live/shop/Deino/
iron ant,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",1,1,1,Durant,72.8,28.0,2490,272,durant,https://scrapeme.live/shop/Durant/
anteater,"It draws in air through its tail, transforms it into fire, and uses it like a tongue. It melts Durant and eats them.",4,4,4,Heatmor,127.9,81.0,5965,299,anteater,https://scrapeme.live/shop/Heatmor/
bone vulture,"Watching from the sky, they swoop to strike weakened Pokémon on the ground. They decorate themselves with bones.",3,3,3,Mandibuzz,87.1,89.0,7635,296,big pecks,https://scrapeme.live/shop/Mandibuzz/
diapered,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,1,1,1,Vullaby,19.8,61.0,8446,16,big pecks,https://scrapeme.live/shop/Vullaby/
pokemon,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,4,4,4,Braviary,90.4,83.0,1770,262,braviary,https://scrapeme.live/shop/Braviary/
eaglet,"They will challenge anything, even strong opponents, without fear. Their frequent fights help them become stronger.",1,1,1,Rufflet,23.1,60.0,8587,194,eaglet,https://scrapeme.live/shop/Rufflet/
bash buffalo,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",5,5,5,Bouffalant,208.6,59.0,5666,201,bash buffalo,https://scrapeme.live/shop/Bouffalant/
pokemon,Bisharp pursues prey in the company of a large group of Pawniard. Then Bisharp finishes off the prey.,5,5,5,Bisharp,154.3,129.0,8828,255,bisharp,https://scrapeme.live/shop/Bisharp/
pokemon,"Ignoring their injuries, groups attack by sinking the blades that cover their bodies into their prey.",1,1,1,Pawniard,22.5,37.0,3172,58,inner focus,https://scrapeme.live/shop/Pawniard/
automaton,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,9,9,9,Golurk,727.5,74.0,5196,133,automaton,https://scrapeme.live/shop/Golurk/
automaton,Ancient science fashioned this Pokémon from clay. It’s been active for thousands of years.,3,3,3,Golett,202.8,89.0,8500,274,automaton,https://scrapeme.live/shop/Golett/
martial arts,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop.",4,4,4,Mienshao,78.3,50.0,8121,253,inner focus,https://scrapeme.live/shop/Mienshao/
cave,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",5,5,5,Druddigon,306.4,110.0,4185,266,cave,https://scrapeme.live/shop/Druddigon/
martial arts,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",2,2,2,Mienfoo,44.1,197.0,2424,82,inner focus,https://scrapeme.live/shop/Mienfoo/
pokemon,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity.",2,2,2,Stunfisk,24.3,67.0,2448,288,static,https://scrapeme.live/shop/Stunfisk/
fox,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.",4,4,4,Delphox,86.0,170.0,3188,146,blaze,https://scrapeme.live/shop/Delphox/
bubble frog,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.",1,1,1,Froakie,15.4,38.0,8475,143,bubble frog,https://scrapeme.live/shop/Froakie/
fox,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",3,3,3,Braixen,32.0,59.0,6617,71,blaze,https://scrapeme.live/shop/Braixen/
fox,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.",1,1,1,Fennekin,20.7,123.0,1069,183,blaze,https://scrapeme.live/shop/Fennekin/
pokemon,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",5,5,5,Chesnaught,198.4,96.0,5360,145,chesnaught,https://scrapeme.live/shop/Chesnaught/
pokemon,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,2,2,2,Quilladin,63.9,161.0,7500,61,overgrow,https://scrapeme.live/shop/Quilladin/
pokemon,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,1,1,1,Chespin,19.8,185.0,2048,267,chespin,https://scrapeme.live/shop/Chespin/
paleozoic,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,4,4,4,Genesect,181.9,173.0,4041,30,download,https://scrapeme.live/shop/Genesect/
deep black,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",9,9,9,Zekrom,760.6,135.0,8154,253,deep black,https://scrapeme.live/shop/Zekrom/
pokemon,"When Reshiram’s tail flares, the heat energy moves the atmosphere and changes the world’s weather.",,,,Reshiram,727.5,147.0,6531,235,reshiram,https://scrapeme.live/shop/Reshiram/
cavern,"Spoken of in legend, this Pokémon used its phenomenal power to destroy a castle in its effort to protect Pokémon.",6,6,6,Terrakion,573.2,87.0,1701,136,cavern,https://scrapeme.live/shop/Terrakion/
iron will,It has a body and heart of steel. It worked with its allies to punish people when they hurt Pokémon.,6,6,6,Cobalion,551.2,111.0,5798,94,cobalion,https://scrapeme.live/shop/Cobalion/
pokemon,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",5,5,5,Volcarona,101.4,94.0,6817,57,flame body,https://scrapeme.live/shop/Volcarona/
brutal,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!",5,5,5,Hydreigon,352.7,86.0,9310,299,brutal,https://scrapeme.live/shop/Hydreigon/
ninja,"It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.",4,4,4,Greninja,88.2,42.0,1004,213,greninja,https://scrapeme.live/shop/Greninja/
grassland,Legends say this Pokémon confounded opponents with its swift movements.,6,6,6,Virizion,440.9,156.0,7907,161,grassland,https://scrapeme.live/shop/Virizion/
mount,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,5,5,5,Gogoat,200.6,97.0,6039,104,gogoat,https://scrapeme.live/shop/Gogoat/
garden,"In times long past, governors of castles would invite Florges to create flower gardens to embellish the castle domains.",3,3,3,Florges,22.0,93.0,9793,25,florges,https://scrapeme.live/shop/Florges/
pokemon,"When the flowers of a well-tended flower bed bloom, it appears and celebrates with an elegant dance.",,,,Floette,2.0,149.0,4585,270,floette,https://scrapeme.live/shop/Floette/
pokemon,"When it finds a flower it likes, it dwells on that flower its whole life long. It floats in the wind’s embrace with an untroubled heart.",,,,Flabebe,0.2,79.0,1253,24,flabebe,https://scrapeme.live/shop/Flabebe/
digging,It has ears like shovels. Digging holes strengthens its ears so much that they can sever thick roots effortlessly.,1,1,1,Bunnelby,11.0,66.0,1862,194,bunnelby,https://scrapeme.live/shop/Bunnelby/
pokemon,"With fiery breath of more than 10,000 degrees Fahrenheit, they viciously threaten any challenger. The females protect the pride’s cubs.",4,4,4,Pyroar,179.7,127.0,5896,38,pyroar,https://scrapeme.live/shop/Pyroar/
lion cub,They set off on their own from their pride and live by themselves to become stronger. These hot-blooded Pokémon are quick to fight.,2,2,2,Litleo,29.8,34.0,5074,288,lion cub,https://scrapeme.live/shop/Litleo/
hostile,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",4,4,4,Zweilous,110.2,199.0,6661,69,hostile,https://scrapeme.live/shop/Zweilous/
pokemon,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,3,3,3,Vivillon,37.5,177.0,9125,208,scale,https://scrapeme.live/shop/Vivillon/
pokemon,"The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.",1,1,1,Spewpa,18.5,155.0,2784,168,scatterdust,https://scrapeme.live/shop/Spewpa/
pokemon,"The powder that covers its body regulates its temperature, so it can live in any region or climate.",1,1,1,Scatterbug,5.5,40.0,5928,50,scatterbug,https://scrapeme.live/shop/Scatterbug/
mount,"If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.",2,2,2,Skiddo,68.3,129.0,5049,271,mount,https://scrapeme.live/shop/Skiddo/
pokemon,"When attacking prey, it can reach speeds of up to 310 mph. It finishes its prey off with a colossal kick.",3,3,3,Talonflame,54.0,84.0,6530,205,flame body,https://scrapeme.live/shop/Talonflame/
ember,"The hotter the flame sac on its belly, the faster it can fly, but it takes some time to get the fire going.",2,2,2,Fletchinder,35.3,147.0,9413,36,ember,https://scrapeme.live/shop/Fletchinder/
bubble frog,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.",2,2,2,Frogadier,24.0,125.0,4488,58,bubble frog,https://scrapeme.live/shop/Frogadier/
meringue,"Its sense of smell is 100 million times better than a human’s, so even the faintest scent tells it about everything in the area. It’s like it can see with its nose!",2,2,2,Slurpuff,11.0,66.0,1013,262,meringue,https://scrapeme.live/shop/Slurpuff/
pokemon,"Despite the beauty of its lilting voice, it’s merciless to intruders that enter its territory.",1,1,1,Fletchling,3.7,43.0,6897,127,big pecks,https://scrapeme.live/shop/Fletchling/
cotton candy,"Because it eats nothing but sweets, its fur is as sticky sweet as cotton candy.",1,1,1,Swirlix,7.7,90.0,1694,129,cotton candy,https://scrapeme.live/shop/Swirlix/
fragrance,"Its scent is so overpowering that, unless a Trainer happens to really enjoy the smell, he or she will have a hard time walking alongside it.",2,2,2,Aromatisse,34.2,194.0,7781,198,aromatisse,https://scrapeme.live/shop/Aromatisse/
perfume,"In the past, rather than using perfume, royal ladies carried a Spritzee that would waft a fragrance they liked.",,,,Spritzee,1.1,58.0,7207,241,healer,https://scrapeme.live/shop/Spritzee/
pokemon,"The complex attack patterns of its two swords are unstoppable, even for an opponent greatly accomplished at swordplay.",2,2,2,Doublade,9.9,164.0,3642,144,doublade,https://scrapeme.live/shop/Doublade/
pokemon,"If anyone dares to grab its hilt, it wraps a blue cloth around that person’s arm and drains that person’s life energy completely.",2,2,2,Honedge,4.4,101.0,2418,101,honedge,https://scrapeme.live/shop/Honedge/
pokemon,"It has enough psychic energy to blast everything within 300 feet of itself, but it has no control over its power.",1,1,1,Espurr,7.7,149.0,6882,169,espurr,https://scrapeme.live/shop/Espurr/
pokemon,"Historically, in the Kalos region, these Pokémon were the designated guardians of the king.",3,3,3,Furfrou,61.7,165.0,6858,180,fur coat,https://scrapeme.live/shop/Furfrou/
daunting,"It charges ahead and bashes its opponents like a berserker, uncaring about any hits it might take. Its arms are mighty enough to snap a telephone pole.",6,6,6,Pangoro,299.8,76.0,3178,271,daunting,https://scrapeme.live/shop/Pangoro/
pokemon,"Through controlled explosions of internal gas, it can expel water like a pistol shot. At close distances, it can shatter rock.",1,1,1,Clauncher,18.3,29.0,3133,152,clauncher,https://scrapeme.live/shop/Clauncher/
mock kelp,"Tales are told of ships that wander into seas where Dragalge live, never to return.",5,5,5,Dragalge,179.7,151.0,8707,254,dragalge,https://scrapeme.live/shop/Dragalge/
mock kelp,It looks just like rotten kelp. It hides from foes while storing up power for its evolution.,1,1,1,Skrelp,16.1,63.0,4439,184,mock kelp,https://scrapeme.live/shop/Skrelp/
collective,"Barbaracle’s legs and hands have minds of their own, and they will move independently. But they usually follow the head’s orders.",4,4,4,Barbaracle,211.6,165.0,2186,123,barbaracle,https://scrapeme.live/shop/Barbaracle/
pokemon,"They stretch and then contract, yanking their rocks along with them in bold hops. They eat seaweed that washes up on the shoreline.",1,1,1,Binacle,68.3,102.0,2430,143,binacle,https://scrapeme.live/shop/Binacle/
overturning,"It lures its prey close with hypnotic motions, then wraps its tentacles around it before finishing it off with digestive fluids.",4,4,4,Malamar,103.6,58.0,8034,294,malamar,https://scrapeme.live/shop/Malamar/
pokemon,"It flashes the light-emitting spots on its body, which drains its opponent’s will to fight. It takes the opportunity to scuttle away and hide.",1,1,1,Inkay,7.7,38.0,5522,167,inkay,https://scrapeme.live/shop/Inkay/
elder tree,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body.",4,4,4,Trevenant,156.5,53.0,3436,167,elder tree,https://scrapeme.live/shop/Trevenant/
key ring,"It never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.",,,,Klefki,6.6,179.0,2856,30,key ring,https://scrapeme.live/shop/Klefki/
dragon,It attacks with retractable horns. It throws a punch that’s the equivalent of the force of a hundred pro boxers.,6,6,6,Goodra,331.8,192.0,1614,185,dragon,https://scrapeme.live/shop/Goodra/
